slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
ton-center-mainnet-enterprise-recent-state,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",,Enterprise,Pruned,RPC,TON JSON-RPC,mainnet,Custom,,FALSE,FALSE,"[""API V2""]","[""Custom limits""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.78%,NULL,NULL,NULL,NULL,NULL,
ton-center-mainnet-free-indexer,TON,,"[""[Website](https://toncenter.com/api/v3/index.html)"",""[Docs](https://docs.ton.org/ecosystem/api/toncenter/introduction)""]",,Free,Archive,Indexed Data,Custom,mainnet,$0,,FALSE,FALSE,"[""API V3 Indexer""]","[""1 Tokens/network"",""10 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.82%,NULL,NULL,NULL,NULL,NULL,
ton-center-mainnet-free-recent-state,TON,,"[""[Website](https://toncenter.com/api/v2/)"",""[Docs](https://docs.ton.org/ecosystem/api/toncenter/introduction)""]",,Free,Pruned,RPC,TON JSON-RPC,mainnet,$0,,FALSE,FALSE,"[""API V2""]","[""1 Tokens/network"",""10 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.78%,NULL,NULL,NULL,NULL,NULL,
ton-center-mainnet-plus-indexer,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",Plus,Tiered,Archive,Indexed Data,Custom,mainnet,2.5 TON/mo,,FALSE,FALSE,"[""API V3 Indexer""]","[""3 Tokens/network"",""25 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.82%,NULL,NULL,NULL,NULL,NULL,
ton-center-mainnet-plus-recent-state,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",Plus,Tiered,Pruned,RPC,TON JSON-RPC,mainnet,2.5 TON/mo,,FALSE,FALSE,"[""API V2""]","[""3 Tokens/network"",""25 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.78%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-advanced-indexer,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",Advanced,Tiered,Archive,Indexed Data,Custom,testnet,25 TON/mo,,FALSE,FALSE,"[""API V3 Indexer""]","[""10 Tokens/network"",""100 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.82%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-advanced-recent-state,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",Advanced,Tiered,Pruned,RPC,TON JSON-RPC,testnet,25 TON/mo,,FALSE,FALSE,"[""API V2""]","[""10 Tokens/network"",""100 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.78%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-enterprise-indexer,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",,Enterprise,Archive,Indexed Data,Custom,testnet,Custom,,FALSE,FALSE,"[""API V3 Indexer""]","[""Custom limits""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.82%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-enterprise-recent-state,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",,Enterprise,Pruned,RPC,TON JSON-RPC,testnet,Custom,,FALSE,FALSE,"[""API V2""]","[""Custom limits""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.78%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-free-indexer,TON,,"[""[Website](https://toncenter.com/api/v3/index.html)"",""[Docs](https://docs.ton.org/ecosystem/api/toncenter/introduction)""]",,Free,Archive,Indexed Data,Custom,testnet,$0,,FALSE,FALSE,"[""API V3 Indexer""]","[""1 Tokens/network"",""10 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.82%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-free-recent-state,TON,,"[""[Website](https://toncenter.com/api/v2/)"",""[Docs](https://docs.ton.org/ecosystem/api/toncenter/introduction)""]",,Free,Pruned,RPC,TON JSON-RPC,testnet,$0,,FALSE,FALSE,"[""API V2""]","[""1 Tokens/network"",""10 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.78%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-plus-indexer,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",Plus,Tiered,Archive,Indexed Data,Custom,testnet,2.5 TON/mo,,FALSE,FALSE,"[""API V3 Indexer""]","[""3 Tokens/network"",""25 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.82%,NULL,NULL,NULL,NULL,NULL,
ton-center-testnet-plus-recent-state,TON,,"[""[Docs](https://docs.ton.org/ecosystem/api/toncenter/rate-limit)""]",Plus,Tiered,Pruned,RPC,TON JSON-RPC,testnet,2.5 TON/mo,,FALSE,FALSE,"[""API V2""]","[""3 Tokens/network"",""25 reqs/s""]","[""TON Proxy with Garlic Routing"",""Remote Validator Controller"",""Validator Telemetry and Alerts""]","[""Uptime Tracking"",""Latency Metrics"",""Public Dashboards""]","[""Global""]",,,,99.78%,NULL,NULL,NULL,NULL,NULL,
