slug,provider,offer,actionButtons,toolType,programmingLanguage,tag,description,planType,planName,price,trial,starred,dependencies,latestKnownVersion,latestKnownReleaseDate,maintainer,license
iso-filecoin,iso-filecoin,,"[""[Website](https://filecoin.hugomrdias.dev/)"",""[Docs](https://filecoin.hugomrdias.dev/intro/getting-started/)""]",Library,JavaScript,"[""Filecoin"",""RPC"",""Wallet"",""Addresses"",""Signatures"",""React Hooks"",""Wallet Adapters""]","Type-safe JavaScript standard library providing RPC, address, signature, token, chain, and wallet utilities for building applications on Filecoin.",Free,,$0,FALSE,FALSE,,,,,
layerzero-sdk,LayerZero Labs,SDK,"[""[Docs](https://docs.layerzero.network/v2/tools/sdks/options)""]",SDK,Solidity,"[""Message Execution Options"",""LayerZero Solana SDK"",""LayerZero Endpoint Metadata""]",SDK enabling developers to build and debug omnichain applications that communicate across multiple blockchains through LayerZeros messaging protocol,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,MIT
lens-sdk,Lens,,"[""[Website](https://github.com/lens-protocol/lens-sdk)""]",SDK,TBD,"[""Decentralized Social Graph"",""Social Network"",""dApp Development"",""Developer Tools"",""Social Features""]","It offers developers the infrastructure and tools required to build decentralized social media applications on the Lens Protocol, a decentralized social graph on the Polygon blockchain",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
lifi-sdk,LI.FI,SDK,"[""[Docs](https://docs.li.fi/sdk/overview)""]",SDK,TypeScript,"[""DEX aggregation"",""Cross-chain bridging"",""Multi-chain DeFi""]",It provides a powerful toolkit for developers to enable seamless cross-chain and on-chain swaps and bridging within their applications,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,MIT
loop-decoder,Loop Decoder,,"[""[Website](https://github.com/3loop/loop-decoder)""]",Library,TBD,"[""Code Debugger"",""Developer Tool"",""Code Analysis Tool""]",It offers an all-in-one toolkit designed to simplify Ethereum Virtual Machine (EVM) transaction decoding for web3 developers,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
magic,Magic,,"[""[Website](https://magic.link/)""]",SDK,TBD,"[""Email login"",""Social logins"",""Wallet SDK""]",Web3 onboarding SDK for creating non-custodial wallets using familiar Web2 logins eliminating seed phrases,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
matic-js,Matic.js,,"[""[Website](https://github.com/0xPolygon/matic.js)""]",SDK,JavaScript,"[""SDK""]",Official JavaScript SDK for cross-chain bridging and asset management on Polygon,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
moralis-sdk-javascript,Moralis,SDK,"[""[Docs](https://docs.moralis.com/get-started/tutorials/streams/wallet-monitoring/monitor-wallet-activity-in-real-time#step-1-install-the-moralis-sdk)""]",SDK,JavaScript,"[""Web3 APIs"",""Multi-chain data"",""Blockchain infrastructure""]",It enables developers to integrate Web3 features into dApps efficiently by simplifying blockchain interactions across chains like EVM and Solana,Free,,$0,TRUE,FALSE,,TBD,TBD,TBD,MIT
moralis-sdk-python,Moralis,SDK,"[""[Docs](https://docs.moralis.com/get-started/tutorials/streams/wallet-monitoring/monitor-wallet-activity-in-real-time#step-1-install-the-moralis-sdk)""]",SDK,Python,"[""Web3 APIs"",""Multi-chain data"",""Blockchain infrastructure""]",It enables developers to integrate Web3 features into dApps efficiently by simplifying blockchain interactions across chains like EVM and Solana,Free,,$0,TRUE,FALSE,,TBD,TBD,TBD,MIT
nethereum,Nethereum,,"[""[Website](https://nethereum.com/)"",""[Docs](https://docs.nethereum.com/)""]",Library,C#,"[""Ethereum"","".NET"",""C#"",""Smart contracts"",""Wallets""]",".NET library suite for interacting with Ethereum and EVM-compatible chains, including smart contracts, signing, wallets, RPC, indexing, and developer tooling.",Free,,$0,FALSE,FALSE,,,,,
ocean-protocol-sdk,Ocean Protocol,,"[""[Docs](https://docs.oceanprotocol.com/developers)""]",SDK,TBD,"[""Decentralized Data"",""Data Monetization"",""Data Exchange"",""Data Sharing"",""Blockchain Protocol"",""Data Marketplace""]","It provides developers with a decentralized platform and a comprehensive toolkit for building data-driven applications and marketplaces, focusing on secure, privacy-preserving data sharing and monetization",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
one-key-sdk,OneKey,SDK,"[""[Website](https://developer.onekey.so/)""]",dApp integration tools for developers,TBD,"[""Hardware Wallet Integration"",""Multi-Chain dApp Connectivity""]",It provides a platform for developers to integrate secure blockchain wallet functionalities into both web and native applications,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
open-zeppelin-test-helpers,OpenZeppelin,,"[""[Docs](https://docs.openzeppelin.com/)""]",Library,Solidity,"[""Solidity Test"",""Smart Contract Testing"",""Assertion library""]","It integrates with development environments like Hardhat and Web3.js to offer powerful, configurable checks for secure contract launches, acting as a key part of OpenZeppelin's broader mission to enhance blockchain security",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
openfort-sdk-enterprise,Openfort,SDK,"[""[Contact](https://cal.com/joalavedra)"",""[Docs](https://www.openfort.io/docs)""]",SDK,TypeScript,"[""Embedded Wallets"",""Account Abstraction"",""Wallet Infrastructure"",""AI Agents""]","Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",Enterprise,,Custom,FALSE,FALSE,,2.1.0,2026-07-31,Openfort,Apache-2.0
openfort-sdk-growth,Openfort,SDK,"[""[Buy](https://www.openfort.io/pricing)"",""[Docs](https://www.openfort.io/docs)""]",SDK,TypeScript,"[""Embedded Wallets"",""Account Abstraction"",""Wallet Infrastructure"",""AI Agents""]","Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",Tiered,Growth,$99/mo,FALSE,FALSE,,2.1.0,2026-07-31,Openfort,Apache-2.0
openfort-sdk-pro,Openfort,SDK,"[""[Buy](https://www.openfort.io/pricing)"",""[Docs](https://www.openfort.io/docs)""]",SDK,TypeScript,"[""Embedded Wallets"",""Account Abstraction"",""Wallet Infrastructure"",""AI Agents""]","Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",Tiered,Pro,$249/mo,FALSE,FALSE,,2.1.0,2026-07-31,Openfort,Apache-2.0
openfort-sdk-scale,Openfort,SDK,"[""[Buy](https://www.openfort.io/pricing)"",""[Docs](https://www.openfort.io/docs)""]",SDK,TypeScript,"[""Embedded Wallets"",""Account Abstraction"",""Wallet Infrastructure"",""AI Agents""]","Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",Tiered,Scale,$599/mo,FALSE,FALSE,,2.1.0,2026-07-31,Openfort,Apache-2.0
openfort-sdk-starter,Openfort,SDK,"[""[Website](https://www.openfort.io/)"",""[Docs](https://www.openfort.io/docs)""]",SDK,TypeScript,"[""Embedded Wallets"",""Account Abstraction"",""Wallet Infrastructure"",""AI Agents""]","Open-source wallet infrastructure for rapid integration of wallet functions, intuitive onboarding, and flexible user journeys for any application or ecosystem",Free,Starter,$0,FALSE,FALSE,,2.1.0,2026-07-31,Openfort,Apache-2.0
openzeppelin,OpenZeppelin,,"[""[Docs](https://docs.openzeppelin.com/contracts)""]",Library,Solidity,"[""Security"",""Contracts Library""]","Library of secure community-vetted smart contracts i.e ERC20, ERC721 etc. for Ethereum development",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
ox,wevm,,"[""[Docs](https://oxlib.sh/)"",""[GitHub](https://github.com/wevm/ox)""]",Library,TypeScript,"[""Ethereum"",""TypeScript"",""EVM"",""Transactions"",""Cryptography""]","TypeScript standard library for EVM data types, transactions, signatures, cryptography, RPC schemas, and contract utilities.",Public,,$0,FALSE,FALSE,,,,,
phantom-sdk,Phantom,SDK,"[""[Docs](https://docs.phantom.com/introduction)""]",Software Development Kit,TBD,"[""Web3 Development"",""Multichain Wallet Integration""]",It provides developers with tools to integrate the Phantom cryptocurrency wallet into their web and mobile applications,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
pinata-sdk-enterprise,Pinata,SDK,"[""[Contact](https://pinata.cloud/pricing)"",""[Docs](https://docs.pinata.cloud/sdk/getting-started)""]",SDK,TypeScript,"[""IPFS"",""Decentralized Storage"",""Web3 infrastructure""]","Provides a comprehensive SDK suite for developers to seamlessly upload, manage, and retrieve files on the IPFS decentralized storage network with enterprise-grade gateways.",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
pinata-sdk-fiesta,Pinata,SDK,"[""[Buy](https://pinata.cloud/pricing)"",""[Docs](https://docs.pinata.cloud/sdk/getting-started)""]",SDK,TypeScript,"[""IPFS"",""Decentralized Storage"",""Web3 infrastructure""]","Provides a comprehensive SDK suite for developers to seamlessly upload, manage, and retrieve files on the IPFS decentralized storage network with enterprise-grade gateways.",Tiered,Fiesta,$100/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
pinata-sdk-free,Pinata,SDK,"[""[Website](https://pinata.cloud/)"",""[Docs](https://docs.pinata.cloud/sdk/getting-started)""]",SDK,TypeScript,"[""IPFS"",""Decentralized Storage"",""Web3 infrastructure""]","Provides a comprehensive SDK suite for developers to seamlessly upload, manage, and retrieve files on the IPFS decentralized storage network with enterprise-grade gateways.",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
pinata-sdk-picnic,Pinata,SDK,"[""[Buy](https://pinata.cloud/pricing)"",""[Docs](https://docs.pinata.cloud/sdk/getting-started)""]",SDK,TypeScript,"[""IPFS"",""Decentralized Storage"",""Web3 infrastructure""]","Provides a comprehensive SDK suite for developers to seamlessly upload, manage, and retrieve files on the IPFS decentralized storage network with enterprise-grade gateways.",Tiered,Picnic,$20/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
prb-test,PRB Test,,"[""[Website](https://github.com/PaulRBerg/prb-test)""]",Library,Solidity,"[""Solidity Testing Library""]","It is a modern collection of testing assertions and logging utilities for Solidity, and is meant to be a drop-in replacement for DSTest",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-accelerate,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Accelerate,$249/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-build,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Build,$49/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-business,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Business,$999/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-enterprise,QuickNode,SDK,"[""[Contact](https://www.quicknode.com/contact-us)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
quicknode-sdk-scale,QuickNode,SDK,"[""[Buy](https://quicknode.com/signup?via=larry)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,TBD,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure,Tiered,Scale,$499/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
quiver,Raid Guild,,"[""[Website](https://github.com/raid-guild/quiver)""]",Library,TBD,"[""Ethereum"",""dApps"",""Web3"",""React"",""Smart-Contracts""]","It offers features like accelerated Web3 onboarding with pre-built components for common interactions, essential integrations with Web3Modal, ENS, and Gnosis Safe Apps, and smart contract interaction",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
rainbowkit,RainbowKit,,"[""[Docs](https://rainbowkit.com/docs/introduction/)""]",Library,TBD,"[""React"",""Wallet SDK""]",Open-source toolkit providing customizable React components for wallet connection UIs enabling seamless Ethereum wallet integrations,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
reth,Reth,,"[""[Website](https://reth.rs/sdk/)""]",SDK,Rust,"[""Rust Ethereum Client"",""Rust Blockchain Development"",""EVM compatible chains""]",It is an Ethereum execution client and developer toolkit (SDK) that allows developers to run high-performance Ethereum nodes and build custom blockchain infrastructure using its modular components as libraries,Enterprise,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
rockx-sdk,RockX,,"[""[Website](https://wiki.radxa.com/AI/Rock-X)""]",SDK,Python,"[""Python SDK""]","Provides bindings for Rockchip's AI vision library, mainly for edge devices like RK3399 and RV1126",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
rubic-sdk,Rubic,Rubic-SDK,"[""[Docs](https://docs.rubic.finance/)""]",SDK,TBD,"[""Web3 developer tools"",""Cross-chain swap API"",""Blockchain interoperability"",""DEX aggregator SDK"",""Crypto swap widget""]","It offers a SDK, a customizable widget and an API to allow other decentralized applications, wallets or websites to integrate its cross-chain swap functionality directly into their own platforms",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
safe-api-kit,Safe,API Kit,"[""[Docs](https://docs.safe.global/sdk/api-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk/tree/main/packages/api-kit)""]",SDK,TypeScript,"[""Safe"",""Smart Accounts"",""Transaction Service"",""Multisig"",""Transactions""]","TypeScript SDK for interacting with the Safe Transaction Service API, including proposing and sharing transactions, collecting signatures, and retrieving Safe account configuration and transaction history.",Public,,$0,FALSE,FALSE,,,,,
safe-protocol-kit,Safe,Protocol Kit,"[""[Docs](https://docs.safe.global/sdk/protocol-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk/tree/main/packages/protocol-kit)""]",SDK,TypeScript,"[""Safe"",""Smart Accounts"",""Account Abstraction"",""Multisig"",""Transactions""]","TypeScript SDK for interacting directly with Safe Smart Account contracts, including account deployment and configuration, transaction creation and execution, signatures, modules, and guards.",Public,,$0,FALSE,FALSE,,,,,
safe-relay-kit,Safe,Relay Kit,"[""[Docs](https://docs.safe.global/sdk/relay-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk/tree/main/packages/relay-kit)""]",SDK,TypeScript,"[""Safe"",""Account Abstraction"",""ERC-4337"",""Relaying"",""Sponsored Transactions""]","TypeScript SDK for relaying Safe transactions, including ERC-4337 user operations, sponsored transactions, and gas payment with native or ERC-20 tokens.",Public,,$0,FALSE,FALSE,,,,,
safe-starter-kit,Safe,Starter Kit,"[""[Docs](https://docs.safe.global/sdk/starter-kit)"",""[GitHub](https://github.com/safe-global/safe-core-sdk)""]",SDK,TypeScript,"[""Safe"",""Smart Accounts"",""Account Abstraction"",""Multisig"",""Transactions""]","High-level TypeScript SDK for integrating Safe Smart Accounts into applications and handling user operations, multisignature transactions, and off-chain and on-chain messages.",Public,,$0,FALSE,FALSE,,,,,
sequence-sdk-enterprise,Sequence,SDK,"[""[Docs](https://docs.sequence.xyz/sdk/overview)"",""[Website](https://support.sequence.xyz/en/article/what-is-the-difference-between-free-and-paid-tiers-1oelkv/)""]",Software Development Kit,TBD,"[""Web3 Development"",""Blockchain Gaming"",""Account Abstraction"",""Game Development SDK""]","It enables the integration of blockchain and web3 functionalities into applications and games, primarily by abstracting the technical complexities of cryptocurrency for the end user",Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
sequence-sdk-free,Sequence,SDK,"[""[Docs](https://docs.sequence.xyz/sdk/overview)"",""[Website](https://support.sequence.xyz/en/article/what-is-the-difference-between-free-and-paid-tiers-1oelkv/)""]",Software Development Kit,TBD,"[""Web3 Development"",""Blockchain Gaming"",""Account Abstraction"",""Game Development SDK""]","It enables the integration of blockchain and web3 functionalities into applications and games, primarily by abstracting the technical complexities of cryptocurrency for the end user",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
somnia-data-streams-sdk,Somnia,Somnia Data Streams SDK,"[""[Docs](https://docs.somnia.network/developer/data-streams/sdk-methods-guide)"",""[GitHub](https://github.com/somnia-chain/somnia-data-streams-sdk)""]",SDK,TypeScript,"[""Data Streams"",""Off-Chain Reactivity"",""Somnia""]","TypeScript SDK for writing, reading, subscribing to, and managing Somnia Data Streams and reactive events.",Public,,$0,FALSE,FALSE,"[""viem@~2.37.8"",""@somnia-chain/reactivity@~0.1.5""]",,,,
swap-kit,SwapKit,,"[""[Website](https://swapkit.dev/)""]",SDK,TBD,"[""SwapKit"",""Cross-Chain Swap"",""Multi-Chain Swap"",""DeFi SDK"",""Crypto API""]",It offers an API and SDK for developers to integrate cross-chain swap capabilities into their own applications,Pay-as-you-go,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
swap-kit-enterprise,SwapKit,,"[""[Website](https://swapkit.dev/)""]",SDK,TBD,"[""SwapKit"",""Cross-Chain Swap"",""Multi-Chain Swap"",""DeFi SDK"",""Crypto API""]",It offers an API and SDK for developers to integrate cross-chain swap capabilities into their own applications,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
synapse-sdk,Filecoin Onchain Cloud,Synapse SDK,"[""[Docs](https://docs.filecoin.cloud/getting-started/)"",""[GitHub](https://github.com/FilOzone/synapse-sdk)""]",SDK,TypeScript,"[""Filecoin Onchain Cloud"",""Decentralized Storage"",""Payments""]","TypeScript SDK for storing and retrieving data and managing payments through Filecoin Onchain Cloud",Public,,$0,FALSE,FALSE,"[""viem@2.x""]",,,,
tact-lang,Tact,,"[""[Website](https://tact-lang.org/)"",""[Docs](https://docs.tact-lang.org/)""]",SDK,Tact,"[""Smart Contracts"",""Language"",""High-Level""]","A new, high-level programming language for TON smart contracts that is strongly typed and designed to be familiar to TypeScript/Rust developers",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
tatum-sdk-business,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Enterprise,Business,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
tatum-sdk-free,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
tatum-sdk-pro,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Tiered,Pro,$99/$139/$179/mo per 10M/15M/20M credits/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
tatum-sdk-scale,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Tiered,Scale,$349/$649/mo per 40M/80M credits/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
tatum-sdk-starter,Tatum,,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,JavaScript,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]","Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",Tiered,Starter,$49/$79/mo per 4M/7M credits/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
tevm,Tevm,,"[""[Docs](https://tevm.sh/getting-started/overview)"",""[GitHub](https://github.com/evmts/tevm)""]",Development Environment,TypeScript,"[""Ethereum"",""TypeScript"",""EVM"",""Local node"",""Testing""]","TypeScript-first in-process EVM node and development environment for testing, scripting, forking, and contract interaction.",Public,,$0,FALSE,FALSE,,,,,
thirdweb-sdk,Thirdweb,SDK,"[""[Docs](https://portal.thirdweb.com/references/typescript/v5)""]",SDK,TypeScript,"[""Smart contract deployment"",""Web3 SDK"",""Multi-chain development""]",Full-stack Web3 SDK for building decentralized apps with prebuilt smart contracts and support for multiple blockchains,Free,,$0,TRUE,FALSE,,TBD,TBD,TBD,Apache-2.0
ton-connect-sdk,TonConnect SDK,,"[""[Website](https://ton-connect.github.io/sdk/)""]",SDK,TypeScript,"[""Wallet Connect"",""Frontend"",""Authentication""]","The standard protocol and SDK for connecting TON wallets to decentralized applications (dApps), replacing standard WalletConnect in the TON ecosystem",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
trident-java-sdk,TRON,Trident-java,"[""[Website](https://tronprotocol.github.io/trident/)"",""[Docs](https://developers.tron.network/docs/trident-java)""]",SDK,Java,"[""TRON"",""Java SDK"",""Smart contracts""]",Lightweight Java SDK for building applications and interacting with TRON system and smart contracts,Free,,$0,FALSE,FALSE,,0.11.0,2026-01-26,TRON,Apache-2.0
tronbox-sdk,TRON,TronBox,"[""[Website](https://tronbox.io/)"",""[Docs](https://developers.tron.network/docs/tronbox-1)""]",Framework,JavaScript,"[""TRON"",""Smart contract development"",""CLI""]",CLI framework for compiling testing and deploying smart contracts on TRON,Free,,$0,FALSE,FALSE,,4.8.0,2026-06-01,TRON,MIT
tronweb-sdk,TRON,TronWeb,"[""[Website](https://tronweb.network/)"",""[Docs](https://developers.tron.network/docs/tronweb-1)""]",SDK,"JavaScript, TypeScript","[""TRON"",""JavaScript SDK"",""dApp development""]",JavaScript SDK for interacting with TRON nodes and smart contracts from web applications,Free,,$0,FALSE,FALSE,,6.3.0,2026-04-22,TRON,MIT
turnkey-sdk-enterprise,Turnkey,,"[""[Contact](https://www.turnkey.com/contact-us)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,TypeScript,"[""TypeScript"",""Wallet SDK""]",Single API for creating embedded wallets signing transactions and automating onchain actions,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
turnkey-sdk-free,Turnkey,,"[""[Website](https://turnkey.com/)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,TypeScript,"[""TypeScript"",""Wallet SDK""]",Single API for creating embedded wallets signing transactions and automating onchain actions,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
turnkey-sdk-pro,Turnkey,,"[""[Buy](https://www.turnkey.com/pricing)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,TypeScript,"[""TypeScript"",""Wallet SDK""]",Single API for creating embedded wallets signing transactions and automating onchain actions,Tiered,Pro,$99/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
uniswap-web3-react,Uniswap Web3 React,,"[""[Website](https://github.com/Uniswap/web3-react)""]",Library,TypeScript,"[""React integration"",""Decentralized finance"",""Specific Uniswap functionalities""]",It helps developers build the frontend of decentralized applications by simplifying the process of connecting to various Web3 wallets and interacting with the Ethereum blockchain,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
viem,wevm,Viem,"[""[Docs](https://viem.sh/docs/getting-started)"",""[GitHub](https://github.com/wevm/viem)""]",Library,TypeScript,"[""Ethereum"",""TypeScript"",""JSON-RPC"",""Smart contracts"",""Wallet clients""]","Type-safe TypeScript interface for Ethereum with modular JSON-RPC clients, smart contract APIs, wallet support, and ABI utilities.",Free,,$0,FALSE,FALSE,,,,,
vyper,Vyper,,"[""[Docs](https://docs.vyperlang.org/en/latest/)""]",Programming language,Python,"[""Compiler"",""Pythonic programming language"",""SDK"",""Command-line interface tools"",""Interactive environment""]","It is a contract-oriented, Pythonic programming language and associated tools for building secure and auditable smart contracts targeting the Ethereum Virtual Machine",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
waffle,Waffle,,"[""[Website](https://github.com/Waffle/waffle)""]",Framework,Java,"[""Smart contracts testing""]","It offers features such as advanced contract testing with Chai matchers, fixtures for fast test suites, contract mocking, customizable compilation,TypeScript support and NPM integration",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
wagmi,Wagmi,,"[""[Website](https://wagmi.sh/)""]",Library,TypeScript,"[""TypeScript"",""React hooks"",""Wallet SDK""]",React Hooks library simplifying Ethereum wallet connections and contract interactions in front-end apps,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
wake,Wake,,"[""[Website](https://getwake.io/)""]",Framework,Solidity,"[""Testing framework based on pytest"",""Vulnerability & code quality detectors"",""Static analysis framework""]","It provides a suite of developer tools focused on the development, testing and security analysis of Solidity smart contracts, serving primarily as a development and testing framework using Python",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletconnect,WalletConnect,,"[""[Docs](https://docs.walletconnect.com/)""]",SDK,TypeScript,"[""Wallet Integration"",""Protocol""]",Open-source protocol that securely connects mobile wallets to decentralized applications for transaction signing and secure interaction in blockchain apps,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletkit-enterprise,WalletKit,,"[""[Contact](https://walletkit.com/pricing/)""]",SDK,TypeScript,"[""JavaScript"",""Wallet""]",It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,Enterprise,,Custom,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletkit-individual,WalletKit,,"[""[Buy](https://walletkit.com/pricing/)""]",SDK,TypeScript,"[""JavaScript"",""Wallet""]",It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,Tiered,Individual,$75/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
walletkit-startup,WalletKit,,"[""[Buy](https://walletkit.com/pricing/)""]",SDK,TypeScript,"[""JavaScript"",""Wallet""]",It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,Tiered,Startup,$250/mo,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3-js,Web3.js,,"[""[Docs](https://web3js.readthedocs.io/)""]",Library,JavaScript,"[""JavaScript"",""Library""]",JavaScript/TypeScript library that provides an API to interact with Ethereum nodes i.e send transactions query blockchain,Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
web3-py,Web3.py,,"[""[Docs](https://web3py.readthedocs.io/)""]",Library,Python,"[""Web3.py""]","It allows Python developers to build decentralized applications without needing to work directly with the underlying, complex JSON-RPC protocols",Free,,$0,FALSE,FALSE,,TBD,TBD,TBD,TBD
