slug,provider,offer,actionButtons,serverType,hostingType,transportType,mcpEndpoint,authType,credentialKey,selfHostedCommand,selfHostedArgs,selfHostedRequiredEnvVars,x402,onChainWrite,agentSkills,tag,description,planType,planName,price,trial,starred
cryptoapis-mcp-address-latest,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-address-latest)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-address-latest#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-address-latest""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""address-balance-query"",""transaction-history"",""token-transfer-history""]","[""infrastructure"",""multi-chain"",""address-data"",""APIs"",""AI agents""]","MCP server for querying latest address balances, transactions, and token transfers across EVM, UTXO, Solana, XRP, and Kaspa blockchains via Crypto APIs",Free,,$0,FALSE,FALSE
cryptoapis-mcp-block-data,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-block-data)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-block-data#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-block-data""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""block-by-height-query"",""block-by-hash-query"",""block-transactions-query""]","[""infrastructure"",""UTXO"",""EVM"",""XRP"",""APIs"",""AI agents""]","MCP server for Crypto APIs Block Data product to query blocks and block transactions by height or hash across EVM, UTXO, and XRP blockchains",Free,,$0,FALSE,FALSE
cryptoapis-mcp-blockchain-fees,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-blockchain-fees)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-blockchain-fees#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-blockchain-fees""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""fee-recommendation"",""gas-estimation"",""xrp-fee-query""]","[""infrastructure"",""UTXO"",""EVM"",""XRP"",""APIs"",""AI agents""]","MCP server for fee recommendations and gas estimation for UTXO, EVM, and XRP blockchains via Crypto APIs",Free,,$0,FALSE,FALSE
cryptoapis-mcp-broadcast,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-broadcast)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-broadcast#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-broadcast""]","[""CRYPTOAPIS_API_KEY""]",FALSE,TRUE,"[""signed-transaction-broadcast"",""evm-broadcast"",""utxo-broadcast""]","[""infrastructure"",""EVM"",""UTXO"",""transaction-broadcast"",""APIs"",""AI agents""]",MCP server for broadcasting signed transactions across supported EVM and UTXO blockchains via Crypto APIs,Free,,$0,FALSE,FALSE
cryptoapis-mcp-contracts,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-contracts)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-contracts#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-contracts""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""contract-token-details"",""solana-token-details"",""token-standard-query""]","[""infrastructure"",""EVM"",""Solana"",""smart contracts"",""APIs"",""AI agents""]",MCP server for reading smart contract token details by contract address on EVM and Solana blockchains via Crypto APIs,Free,,$0,FALSE,FALSE
cryptoapis-mcp-hd-wallet,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-hd-wallet)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-hd-wallet#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-hd-wallet""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""hd-wallet-management"",""xpub-sync"",""wallet-balance-query"",""address-derivation""]","[""infrastructure"",""EVM"",""UTXO"",""XRP"",""HD wallets"",""APIs"",""AI agents""]","MCP server for Crypto APIs HD Wallet product to track and manage HD wallets by extended public key across EVM, UTXO, and XRP blockchains",Free,,$0,FALSE,FALSE
cryptoapis-mcp-http-server,Crypto APIs,,"[""[Website](https://cryptoapis.io/)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-hub)""]",apis,Hosted,http,,API Key,cryptoapis,,,,FALSE,TRUE,"[""blockchain-data-query"",""address-balance-lookup"",""transaction-history"",""fee-estimation"",""signed-transaction-broadcast"",""hd-wallet-management""]","[""infrastructure"",""multi-chain"",""APIs"",""blockchain data"",""AI agents""]","Official CryptoAPIs hosted MCP server providing unified blockchain data via HTTP streamable transport across EVM, UTXO, Solana, XRP, and Kaspa networks",Free,,$0,FALSE,FALSE
cryptoapis-mcp-hub,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-hub)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-hub#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,,,,FALSE,FALSE,"[""blockchain-data-query"",""address-monitoring"",""transaction-lookup""]","[""infrastructure"",""multi-chain"",""APIs"",""AI agents""]",CryptoAPIs MCP hub providing blockchain data tools for AI agents across multiple networks,Free,,$0,FALSE,FALSE
cryptoapis-mcp-prepare-transactions,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-prepare-transactions)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-prepare-transactions#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-prepare-transactions""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""evm-transaction-preparation"",""token-transfer-preparation"",""nft-transfer-preparation""]","[""infrastructure"",""EVM"",""transaction-preparation"",""APIs"",""AI agents""]",MCP server for preparing unsigned EVM transactions (native coin ERC-20 and NFT transfers) across supported EVM blockchains via Crypto APIs,Free,,$0,FALSE,FALSE
cryptoapis-mcp-signer,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-signer)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-signer#readme)""]",wallets,Self-hosted,stdio,,None,,npx,"[""@cryptoapis-io/mcp-signer""]",,FALSE,FALSE,"[""evm-transaction-signing"",""utxo-transaction-signing"",""xrp-transaction-signing""]","[""infrastructure"",""EVM"",""UTXO"",""XRP"",""transaction-signing"",""AI agents""]","MCP server for local transaction signing across EVM, UTXO, Tron, and XRP blockchains without Crypto API calls",Free,,$0,FALSE,FALSE
cryptoapis-mcp-simulate,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-simulate)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-simulate#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-simulate""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""evm-transaction-simulation"",""gas-usage-preview"",""state-change-preview""]","[""infrastructure"",""EVM"",""transaction-simulation"",""APIs"",""AI agents""]",MCP server for simulating EVM transactions across supported networks via Crypto APIs,Free,,$0,FALSE,FALSE
cryptoapis-mcp-simulate-http-server,Crypto APIs,,"[""[Website](https://cryptoapis.io/)"",""[Docs](https://developers.cryptoapis.io/v-2.2024-12-12-175/RESTapis/ai-compatibility/mcp-servers)""]",apis,Hosted,http,"https://ai.cryptoapis.io/mcp/simulate",API Key,cryptoapis,,,,FALSE,FALSE,"[""evm-transaction-simulation"",""gas-usage-preview"",""state-change-preview""]","[""infrastructure"",""EVM"",""transaction-simulation"",""APIs"",""AI agents""]","Official CryptoAPIs hosted product-scoped MCP endpoint exposing Simulate tools over HTTP for EVM transaction simulation and pre-execution state analysis",Free,,$0,FALSE,FALSE
cryptoapis-mcp-transactions-data,Crypto APIs,,"[""[Website](https://github.com/CryptoAPIs-io/cryptoapis-mcp-transactions-data)"",""[Docs](https://github.com/CryptoAPIs-io/cryptoapis-mcp-transactions-data#readme)""]",apis,Self-hosted,stdio,,API Key,cryptoapis,npx,"[""@cryptoapis-io/mcp-transactions-data""]","[""CRYPTOAPIS_API_KEY""]",FALSE,FALSE,"[""transaction-lookup"",""tx-hash-query"",""cross-chain-transaction-data""]","[""infrastructure"",""multi-chain"",""transaction-data"",""APIs"",""AI agents""]","MCP server for transaction lookup by hash across EVM, UTXO, Solana, XRP, and Kaspa blockchains via Crypto APIs",Free,,$0,FALSE,FALSE
debridge-docs-mcp,deBridge,,"[""[Website](https://debridge.com/)"",""[Docs](https://docs.debridge.com/mcp)""]",docs,Hosted,http,"https://docs.debridge.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""deBridge"",""cross-chain"",""documentation"",""DeFi"",""AI agents""]","Official deBridge documentation MCP server for AI agents to search deBridge docs, protocol references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
debridge-mcp,deBridge,,"[""[Website](https://github.com/debridge-finance/debridge-mcp)"",""[Docs](https://docs.debridge.com/dln-details/mcp/mcp-server)"",""[NPM](https://www.npmjs.com/package/@debridge-finance/debridge-mcp)""]",services,Self-hosted,stdio,,None,,npx,"[""-y"",""@debridge-finance/debridge-mcp@latest""]",,FALSE,TRUE,"[""cross-chain-swap"",""same-chain-swap"",""token-search"",""chain-query""]","[""bridges"",""cross-chain"",""DeFi"",""multi-chain"",""AI agents""]",MCP server for AI agents to execute cross-chain and same-chain token swaps via the deBridge DLN protocol,Free,,$0,FALSE,FALSE
defillama-mcp,DeFiLlama,,"[""[Docs](https://github.com/DefiLlama/defillama-skills)"",""[Website](https://defillama.com/mcp)""]",analytics,Hosted,http,"https://mcp.defillama.com/mcp",OAuth/PAT,defillama,,,,FALSE,FALSE,"[""tvl-query"",""protocol-analytics"",""yield-data"",""defi-market-data""]","[""DeFi"",""analytics"",""multi-chain"",""TVL"",""AI agents""]","Official DefiLlama MCP server providing 23 DeFi analytics tools for TVL, protocol metrics, yields, token prices, stablecoins, bridges, and more across 500+ chains",Freemium,,$0,FALSE,FALSE
dexpaprika-mcp,Coinpaprika,,"[""[Website](https://dexpaprika.com)"",""[Docs](https://docs.dexpaprika.com/introduction)""]",analytics,Hosted,http,"https://mcp.dexpaprika.com/streamable-http",None,,,,,FALSE,FALSE,"[""dex-analytics"",""token-price-query"",""liquidity-pool-data"",""market-analytics""]","[""DEX"",""DeFi analytics"",""multi-chain"",""AI agents""]","MCP server providing real-time DEX analytics including token prices, liquidity pools, and trading volume across 34 blockchain networks via DexPaprika API",Freemium,Free,$0,FALSE,FALSE
dfns-docs-mcp,Dfns,,"[""[Website](https://www.dfns.co/)"",""[Docs](https://docs.dfns.co/mcp)""]",docs,Hosted,http,"https://docs.dfns.co/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Dfns"",""wallet infrastructure"",""MPC wallets"",""documentation"",""AI agents""]","Official Dfns documentation MCP server for AI agents to search Dfns docs, API references, and developer guides for wallet infrastructure and key management via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
dia-docs-mcp,DIA,,"[""[Website](https://www.diadata.org/)"",""[Docs](https://www.diadata.org/docs/mcp)""]",docs,Hosted,http,"https://www.diadata.org/docs/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""DIA"",""oracle"",""price feeds"",""documentation"",""AI agents""]","Official DIA documentation MCP server for AI agents to search DIA docs, oracle API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
dune-docs-mcp,Dune,,"[""[Website](https://dune.com/)"",""[Docs](https://docs.dune.com/mcp)""]",docs,Hosted,http,"https://docs.dune.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Dune"",""analytics"",""on-chain data"",""documentation"",""AI agents""]","Official Dune documentation MCP server for AI agents to search Dune docs, API references, and query integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
dynamic-docs-mcp,Dynamic,,"[""[Website](https://www.dynamic.xyz/)"",""[Docs](https://www.dynamic.xyz/docs/mcp)""]",docs,Hosted,http,"https://www.dynamic.xyz/docs/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Dynamic"",""wallet infrastructure"",""embedded wallets"",""documentation"",""AI agents""]","Official Dynamic documentation MCP server for AI agents to search Dynamic docs, wallet infrastructure references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
dyor-docs-mcp,DYOR.io,,"[""[Website](https://dyor.io/)"",""[Docs](https://docs.dyor.io/mcp)""]",docs,Hosted,http,"https://docs.dyor.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""DYOR.io"",""analytics"",""documentation"",""AI agents""]","Official DYOR.io documentation MCP server for AI agents to search DYOR docs, API references, and analytics integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
enso-docs-mcp,Enso,,"[""[Website](https://www.enso.build/)"",""[Docs](https://docs.enso.build/mcp)""]",docs,Hosted,http,"https://docs.enso.build/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Enso"",""DeFi"",""routing"",""documentation"",""AI agents""]","Official Enso documentation MCP server for AI agents to search Enso developer docs, API references, and integration guides for DeFi routing and execution via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
envio-docs-mcp,Envio,,"[""[Website](https://envio.dev/)"",""[Docs](https://docs.envio.dev/mcp)""]",docs,Hosted,http,"https://docs.envio.dev/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Envio"",""indexing"",""multi-chain"",""documentation"",""AI agents""]","Official Envio documentation MCP server for AI agents to search Envio docs, indexing framework references, and developer guides for blockchain data pipelines via a hosted HTTP endpoint",Free,,$0,FALSE,FALSE
etherscan-docs-mcp,Etherscan,,"[""[Website](https://etherscan.io/)"",""[Docs](https://docs.etherscan.io/mcp)""]",docs,Hosted,http,"https://docs.etherscan.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Etherscan"",""block explorer"",""documentation"",""EVM"",""AI agents""]","Official Etherscan documentation MCP server for AI agents to search Etherscan docs, API references, and integration guidance via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
etherscan-hosted-mcp,Etherscan,,"[""[Docs](https://docs.etherscan.io/mcp-docs/introduction)""]",explorers,Hosted,http,"https://mcp.etherscan.io/mcp",API Key,,,,,FALSE,FALSE,"[""docs-search"",""api-reference-lookup"",""supported-chains-lookup""]","[""Etherscan"",""Ethereum"",""EVM"",""block explorer""]",Official Etherscan-hosted MCP server for querying Etherscan documentation and supported chains.,Free,,$0,FALSE,FALSE
etherspot-prime-docs-mcp,Etherspot Prime,,"[""[Website](https://etherspot.io/)"",""[Docs](https://etherspot.fyi/mcp)""]",docs,Hosted,http,"https://etherspot.fyi/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Etherspot Prime"",""account abstraction"",""smart accounts"",""documentation"",""AI agents""]","Official Etherspot Prime documentation MCP server for AI agents to search Etherspot docs, API references, and developer guidance for account abstraction tooling via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
euler-vaults-mcp,KukaPay,,"[""[Website](https://github.com/kukapay/euler-vaults-mcp)"",""[Docs](https://github.com/kukapay/euler-vaults-mcp#readme)""]",analytics,Self-hosted,stdio,,None,,,,,FALSE,FALSE,"[""euler-vault-list"",""vault-data-query""]","[""DeFi"",""lending"",""yield"",""EVM"",""AI agents"",""Euler Finance""]",MCP server for AI agents to access Euler Finance lending vault data across 18+ EVM chains via Goldsky subgraphs,Free,,$0,FALSE,FALSE
evm-mcp-server,MCP.direct,,"[""[Website](https://github.com/mcpdotdirect/evm-mcp-server)"",""[Docs](https://github.com/mcpdotdirect/evm-mcp-server#readme)""]",smart-contract,Self-hosted,stdio,,API Key,,npx,"[""@mcpdotdirect/evm-mcp-server""]","[""EVM_PRIVATE_KEY""]",FALSE,TRUE,"[""evm-read"",""transaction-send"",""contract-interaction""]","[""EVM"",""multi-chain"",""smart contracts"",""AI agents""]",MCP server that provides tools for interacting with EVM networks,Free,,$0,FALSE,FALSE
filecoin-onchain-cloud-mcp,Filecoin Onchain Cloud,Filecoin Onchain Cloud MCP,"[""[Website](https://github.com/FIL-Builders/foc-storage-mcp)"",""[Docs](https://github.com/FIL-Builders/foc-storage-mcp#readme)"",""[NPM](https://www.npmjs.com/package/@fil-b/foc-storage-mcp)""]",services,Self-hosted,stdio,,API Key,,npx,"[""-y"",""@fil-b/foc-storage-mcp""]","[""PRIVATE_KEY""]",FALSE,TRUE,"[""file-upload"",""dataset-management"",""storage-pricing"",""payment-processing"",""balance-query"",""file-retrieval""]","[""Filecoin"",""decentralized storage"",""Filecoin Onchain Cloud"",""payments"",""AI agents""]","MCP server for AI agents to store and retrieve files through Filecoin Onchain Cloud, manage datasets, estimate live storage pricing, and handle USDFC payments",Freemium,,"Usage-based storage + network fees",FALSE,FALSE
flare-devhub-mcp,Flare,,"[""[Website](https://flare.network/)"",""[Docs](https://dev.flare.network/mcp)""]",docs,Hosted,http,"https://dev.flare.network/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Flare"",""Layer 1"",""documentation"",""developer tools"",""AI agents""]","Official Flare DevHub MCP server for AI agents to search Flare developer documentation and API guidance via a hosted public MCP endpoint",Free,,$0,FALSE,FALSE
flexa-docs-mcp,Flexa,,"[""[Website](https://flexa.co/)"",""[Docs](https://docs.flexa.co/mcp)""]",docs,Hosted,http,"https://docs.flexa.co/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Flexa"",""payments"",""documentation"",""AI agents""]","Official Flexa documentation MCP server for AI agents to search Flexa docs, integration references, and payment network guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
foundry-docs-mcp,Foundry,,"[""[Website](https://www.getfoundry.sh/)"",""[Docs](https://www.getfoundry.sh/)""]",docs,Hosted,http,"https://www.getfoundry.sh/api/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Foundry"",""Ethereum"",""developer tools"",""documentation"",""AI agents""]","Official Foundry documentation MCP endpoint for AI agents to search Foundry documentation resources and source references via hosted HTTP",Free,,$0,FALSE,FALSE
garden-docs-mcp,Garden,,"[""[Website](https://garden.finance/)"",""[Docs](https://docs.garden.finance/mcp)""]",docs,Hosted,http,"https://docs.garden.finance/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Garden"",""Bitcoin"",""bridges"",""cross-chain"",""documentation"",""AI agents""]","Official Garden documentation MCP server for AI agents to search Garden docs and integration guidance for trustless Bitcoin bridging via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
gate-docs-mcp,Gate,,"[""[Website](https://web3.gate.com/)"",""[Docs](https://docs.gate.com/mcp)""]",docs,Hosted,http,"https://docs.gate.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Gate"",""payments"",""web3"",""documentation"",""AI agents""]","Official Gate documentation MCP server for AI agents to search Gate docs, API references, and developer integration guidance via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
gelato-docs-mcp,Gelato,,"[""[Website](https://gelato.cloud/)"",""[Docs](https://docs.gelato.cloud/mcp)""]",docs,Hosted,http,"https://docs.gelato.cloud/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Gelato"",""automation"",""web3 infrastructure"",""documentation"",""AI agents""]","Official Gelato documentation MCP server for AI agents to search Gelato docs, API references, and automation integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
github-mcp-server,GitHub,,"[""[Website](https://github.com/github/github-mcp-server)"",""[Docs](https://github.com/github/github-mcp-server#readme)""]",services,Hosted,http,"https://api.githubcopilot.com/mcp/",OAuth/PAT,github,,,,FALSE,FALSE,"[""repository-management"",""issue-pr-automation"",""workflow-intelligence"",""code-analysis""]","[""GitHub"",""source control"",""CI/CD"",""AI agents""]","Official GitHub MCP Server for repository, issues, pull request, and workflow operations via AI agents",Free,,$0,FALSE,FALSE
goldsky-docs-mcp,Goldsky,,"[""[Website](https://goldsky.com/)"",""[Docs](https://docs.goldsky.com/mcp)""]",docs,Hosted,http,"https://docs.goldsky.com/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Goldsky"",""indexing"",""subgraphs"",""documentation"",""AI agents""]","Official Goldsky documentation MCP server for AI agents to search Goldsky docs, indexing guides, and API references for web3 data pipelines via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
goplus-docs-mcp,Goplus,,"[""[Website](https://gopluslabs.io/)"",""[Docs](https://docs.gopluslabs.io/mcp)""]",docs,Hosted,http,"https://docs.gopluslabs.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Goplus"",""security"",""web3"",""documentation"",""AI agents""]","Official Goplus documentation MCP endpoint for AI agents to search Goplus docs, API references, and integration guidance via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
halliday-docs-mcp,Halliday,,"[""[Website](https://www.halliday.xyz/)"",""[Docs](https://docs.halliday.xyz/mcp)""]",docs,Hosted,http,"https://docs.halliday.xyz/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Halliday"",""payments"",""stablecoin infrastructure"",""documentation"",""AI agents""]","Official Halliday documentation MCP server for AI agents to search Halliday docs, API references, and integration guides for stablecoin payments and treasury automation via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
helius-docs-mcp,Helius,,"[""[Website](https://www.helius.dev/docs/agents/mcp)"",""[Docs](https://www.helius.dev/docs/agents/mcp)""]",docs,Hosted,http,"https://www.helius.dev/docs/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Helius"",""Solana"",""documentation"",""AI agents""]","Official Helius documentation MCP server for AI agents to search Helius docs, API references, and Solana development guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
heurist-docs-mcp,Heurist,,"[""[Website](https://heurist.xyz/)"",""[Docs](https://docs.heurist.ai/mcp)""]",docs,Hosted,http,"https://docs.heurist.ai/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Heurist"",""documentation"",""Web3 analytics"",""developer platform"",""AI agents""]","Official Heurist documentation MCP server for AI agents to search Heurist docs, API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
heurist-mesh-mcp,Heurist,,"[""[Docs](https://docs.heurist.ai/heurist-mesh/mcp)"",""[GitHub](https://github.com/heurist-network/heurist-mesh-mcp-server)""]",analytics,Hosted,sse,"https://mesh.heurist.xyz/mcp/sse",API Key,,,,,FALSE,FALSE,"[""token-analytics"",""trending-tokens"",""wallet-analysis"",""defi-data"",""market-intelligence""]","[""Web3 analytics"",""crypto intelligence"",""multi-chain"",""token metrics"",""DeFi"",""AI agents""]","Hosted SSE MCP server providing 30+ specialized Web3 analytics agents via Heurist Mesh, including token analysis, trending tokens, EVM wallet data, DeFi intelligence, and funding rate metrics across major blockchains",Free,,$0,FALSE,FALSE
hyperlane-docs-mcp,Hyperlane,,"[""[Website](https://www.hyperlane.xyz/)"",""[Docs](https://docs.hyperlane.xyz/mcp)""]",docs,Hosted,http,"https://docs.hyperlane.xyz/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Hyperlane"",""cross-chain"",""interoperability"",""documentation"",""AI agents""]","Official Hyperlane documentation MCP server for AI agents to search Hyperlane docs, protocol references, and integration guides for interchain messaging via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
indexing-company-docs-mcp,The Indexing Company,,"[""[Website](https://www.indexing.co/)"",""[Docs](https://docs.indexing.co/mcp)""]",docs,Hosted,http,"https://docs.indexing.co/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""The Indexing Company"",""indexing"",""onchain data"",""documentation"",""AI agents""]","Official The Indexing Company documentation MCP server for AI agents to search indexing docs, API references, and data pipeline guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
layerswap-docs-mcp,Layerswap,,"[""[Website](https://layerswap.io/)"",""[Docs](https://docs.layerswap.io/mcp)""]",docs,Hosted,http,"https://docs.layerswap.io/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Layerswap"",""bridge"",""cross-chain"",""documentation"",""AI agents""]","Official Layerswap documentation MCP server for AI agents to search bridge documentation, API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
layerzero-docs-mcp,LayerZero Labs,,"[""[Website](https://layerzero.network/)"",""[Docs](https://docs.layerzero.network/mcp)""]",docs,Hosted,http,"https://docs.layerzero.network/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""LayerZero"",""cross-chain"",""omnichain"",""documentation"",""AI agents""]","Official LayerZero documentation MCP server for AI agents to search LayerZero docs, access API references, and get developer guidance for building omnichain applications across 70+ blockchains via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
li-fi-docs-mcp,LI.FI,,"[""[Website](https://li.fi/)"",""[Docs](https://docs.li.fi/mcp-server/overview)""]",docs,Hosted,http,"https://docs.li.fi/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""LI.FI"",""cross-chain"",""documentation"",""bridge"",""AI agents""]","Official LI.FI documentation MCP server for AI agents to search LI.FI docs, API references, and integration guides via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
li-fi-mcp,LI.FI,,"[""[Website](https://li.fi/)"",""[Docs](https://docs.li.fi/mcp-server/overview)""]",services,Hosted,http,"https://mcp.li.quest/mcp",None,,,,,FALSE,FALSE,"[""cross-chain-swap-quote"",""bridge-route-discovery"",""token-balance-query"",""gas-estimation"",""chain-data-query""]","[""cross-chain"",""bridge"",""DEX"",""swap"",""multi-chain"",""AI agents""]","Official LI.FI hosted MCP server for AI agents to get cross-chain swap quotes, discover bridge routes, check token balances, and query gas prices across 58+ blockchains including EVM, Solana, Bitcoin, and SUI; free to use with optional API key for higher rate limits",Free,,$0,FALSE,FALSE
livepeer-docs-mcp,Livepeer.js,,"[""[Website](https://livepeer.org/)"",""[Docs](https://docs.livepeer.org/mcp)""]",docs,Hosted,http,"https://docs.livepeer.org/mcp",None,,,,,FALSE,FALSE,"[""documentation-search"",""api-reference"",""developer-guidance""]","[""Livepeer"",""DePIN"",""video infrastructure"",""documentation"",""AI agents""]","Official Livepeer documentation MCP server for AI agents to search Livepeer docs, API references, and developer guides for onchain video and AI media infrastructure via a hosted streamable HTTP endpoint",Free,,$0,FALSE,FALSE
