slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
spectrum-enterprise-trace,Spectrum,,"[""[Buy](https://spectrumnodes.com/pricing)"",""[Docs](https://spectrumnodes.com/docs)""]",Enterprise,Tiered,Trace,RPC,EVM JSON-RPC,€500/mo,€1.3/10M CUs,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""3.6B CUs/mo"",""300 RPS"",""72M average no of reqs"",""Unlimited projects""]","[""Fortified Infrastructure"",""High Performance & Reliability"",""Multi-Chain Support"",""Secure Access Controls""]","[""Unified Dashboard for Insights"",""Real-Time Monitoring"",""Operational Telemetry Tools"",""Automatic Failover & Load Balancing"",""API Usage Analytics""]","[""Global""]","[""24/7 Technical Support"",""API Key Management"",""Intelligent Load Balancing"",""Developer Libraries"",""Bare Metal Infrastructure""]",null,,99.99%,NULL,NULL,NULL,NULL,NULL,
spectrum-free-full-archive,Spectrum,,"[""[Website](https://spectrumnodes.com/)"",""[Docs](https://spectrumnodes.com/docs)""]",,Free,Archive,RPC,EVM JSON-RPC,€0,,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""25M CUs/mo"",""20 RPS"",""500K average no of reqs"",""3 projects""]","[""Fortified Infrastructure"",""High Performance & Reliability"",""Multi-Chain Support"",""Secure Access Controls""]","[""Unified Dashboard for Insights"",""Real-Time Monitoring"",""Operational Telemetry Tools"",""Automatic Failover & Load Balancing"",""API Usage Analytics""]","[""Global""]","[""24/7 Technical Support"",""API Key Management"",""Intelligent Load Balancing"",""Developer Libraries"",""Bare Metal Infrastructure""]",null,,99.99%,NULL,NULL,NULL,NULL,NULL,
spectrum-free-recent-state,Spectrum,,"[""[Website](https://spectrumnodes.com/)"",""[Docs](https://spectrumnodes.com/docs)""]",,Free,Pruned,RPC,EVM JSON-RPC,€0,,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""25M CUs/mo"",""20 RPS"",""500K average no of reqs"",""3 projects""]","[""Fortified Infrastructure"",""High Performance & Reliability"",""Multi-Chain Support"",""Secure Access Controls""]","[""Unified Dashboard for Insights"",""Real-Time Monitoring"",""Operational Telemetry Tools"",""Automatic Failover & Load Balancing"",""API Usage Analytics""]","[""Global""]","[""24/7 Technical Support"",""API Key Management"",""Intelligent Load Balancing"",""Developer Libraries"",""Bare Metal Infrastructure""]",null,,99.99%,NULL,NULL,NULL,NULL,NULL,
spectrum-free-trace,Spectrum,,"[""[Website](https://spectrumnodes.com/)"",""[Docs](https://spectrumnodes.com/docs)""]",,Free,Trace,RPC,EVM JSON-RPC,€0,,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""25M CUs/mo"",""20 RPS"",""500K average no of reqs"",""3 projects""]","[""Fortified Infrastructure"",""High Performance & Reliability"",""Multi-Chain Support"",""Secure Access Controls""]","[""Unified Dashboard for Insights"",""Real-Time Monitoring"",""Operational Telemetry Tools"",""Automatic Failover & Load Balancing"",""API Usage Analytics""]","[""Global""]","[""24/7 Technical Support"",""API Key Management"",""Intelligent Load Balancing"",""Developer Libraries"",""Bare Metal Infrastructure""]",null,,99.99%,NULL,NULL,NULL,NULL,NULL,
speedynodes-advanced-full-archive,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Advanced,Tiered,Archive,RPC,EVM JSON-RPC,$99/mo + double RPS cost,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""150 Total RPS"",""50 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-advanced-recent-state,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Advanced,Tiered,Pruned,RPC,EVM JSON-RPC,$99/mo,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""150 Total RPS"",""50 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-dedicated-full-archive,SpeedyNodes,,"[""[Contact](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,Dedicated,Archive,RPC,EVM JSON-RPC,up to $249/mo,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""Unlimited RPS"",""Unlimited burst"",""1K Websocket connections""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-dedicated-recent-state,SpeedyNodes,,"[""[Contact](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,up to $249/mo,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""Unlimited RPS"",""Unlimited burst"",""1K Websocket connections""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-enterprise-full-archive,SpeedyNodes,,"[""[Contact](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,Enterprise,Archive,RPC,EVM JSON-RPC,Custom + double RPS cost,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""Custom""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-enterprise-recent-state,SpeedyNodes,,"[""[Contact](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""Custom""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-free-full-archive,SpeedyNodes,,"[""[Website](https://www.speedynodes.com/)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,Free,Archive,RPC,EVM JSON-RPC,$0 + double RPS cost,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""2 Total RPS"",""2 WebSocket connections"",""Unlimited API credits""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-free-recent-state,SpeedyNodes,,"[""[Website](https://www.speedynodes.com/)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""2 Total RPS"",""2 WebSocket connections"",""Unlimited API credits""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-pro-full-archive,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Pro,Tiered,Archive,RPC,EVM JSON-RPC,$249/mo + double RPS cost,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""500 Total RPS "",""200 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-pro-recent-state,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Pro,Tiered,Pruned,RPC,EVM JSON-RPC,$249/mo,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""500 Total RPS "",""200 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-scale-full-archive,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Scale,Tiered,Archive,RPC,EVM JSON-RPC,$199/mo + double RPS cost,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""350 Total RPS "",""100 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-scale-recent-state,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Scale,Tiered,Pruned,RPC,EVM JSON-RPC,$199/mo,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""350 Total RPS "",""100 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-starter-full-archive,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Starter,Tiered,Archive,RPC,EVM JSON-RPC,$49/mo + double RPS cost,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""60 Total RPS "",""20 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
speedynodes-starter-recent-state,SpeedyNodes,,"[""[Buy](https://dashboard.speedynodes.net/plans)"",""[Docs](https://docs.speedynodes.com/networks/overview/)""]",Starter,Tiered,Pruned,RPC,EVM JSON-RPC,$49/mo,,FALSE,TRUE,"[""eth"", ""net"", ""web3"", ""txpool"", ""debug"", ""trace namespaces""]","[""60 Total RPS "",""20 WebSocket connections"",""5 Burst capacity""]","[""API Key Authentication"",""No KYC Policy"",""High-Availability Infrastructure""]","[""Real-time Node Status Dashboard"",""Latency Monitor""]","[""Europe""]","[""24/7 Support"",""WebSocket Support"",""Advanced debugging capabilities""]",null,,99.9%,NULL,NULL,NULL,NULL,NULL,
sqd-free-indexer,SQD Cloud,,"[""[Docs](https://docs.sqd.dev/en/cloud/overview)"",""[Pricing](https://docs.sqd.dev/en/cloud/pricing/overview)""]",,Free,Archive,Indexed Data,Decentralized Data Lakes,$0,$0,FALSE,FALSE,"[""GraphQL"",""SQL""]","[""1 squid""]","[""Decentralized storage"",""IP Protection""]","[""Data lake logs"",""Usage analytics""]","[""Global""]","[""ETL query stack"",""Decentralized indexing"",""Discord support""]",null,,,NULL,,NULL,,NULL,
sqd-pay-as-you-go-indexer,SQD Cloud,,"[""[Docs](https://docs.sqd.dev/en/cloud/overview)"",""[Pricing](https://docs.sqd.dev/en/cloud/pricing/overview)""]",,Pay-as-you-go,Archive,Indexed Data,Decentralized Data Lakes,$86+ (depending on squid needs may go up to $1.5K and higher),$0,FALSE,FALSE,"[""GraphQL"",""SQL""]",,"[""Decentralized storage"",""IP Protection""]","[""Data lake logs"",""Usage analytics""]","[""Global""]","[""ETL query stack"",""Decentralized indexing"",""Hard SLA with compensations""]",null,,,NULL,,NULL,,NULL,
stakely-advanced-recent-state,Stakely,,"[""[Buy](https://app.stakely.io/naas)"",""[Website](https://stakely.io/rpc-node-provider)""]",Advanced,Tiered,Pruned,RPC,Custom,,,FALSE,FALSE,,"[""500 req/min""]","[""ISO 27001"",""SOC 2 Type II""]","[""Proactive monitoring""]","[""Central Europe""]","[""Fully managed"",""Self-serve dashboard"",""24/7 technical support""]",,,99.95%,,,,,,
stakely-basic-recent-state,Stakely,,"[""[Buy](https://app.stakely.io/naas)"",""[Website](https://stakely.io/rpc-node-provider)""]",Basic,Tiered,Pruned,RPC,Custom,,,FALSE,FALSE,,"[""100 req/min""]","[""ISO 27001"",""SOC 2 Type II""]","[""Proactive monitoring""]","[""Central Europe""]","[""Fully managed"",""Self-serve dashboard"",""24/7 technical support""]",,,99.95%,,,,,,
stakely-dedicated-full-archive,Stakely,,"[""[Buy](https://app.stakely.io/naas)"",""[Website](https://stakely.io/rpc-node-provider)""]",Archive,Dedicated,Archive,RPC,Custom,,,FALSE,FALSE,,,"[""ISO 27001"",""SOC 2 Type II""]","[""Proactive monitoring""]",,"[""Fully managed"",""Self-serve dashboard"",""24/7 technical support""]",,,99.95%,,,,,,
stakely-dedicated-recent-state,Stakely,,"[""[Buy](https://app.stakely.io/naas)"",""[Website](https://stakely.io/rpc-node-provider)""]",,Dedicated,Pruned,RPC,Custom,,,FALSE,FALSE,,"[""No rate limits""]","[""ISO 27001"",""SOC 2 Type II""]","[""Proactive monitoring""]","[""Central Europe""]","[""Fully managed"",""Self-serve dashboard"",""24/7 technical support""]",,,99.95%,,,,,,
stakely-pro-recent-state,Stakely,,"[""[Buy](https://app.stakely.io/naas)"",""[Website](https://stakely.io/rpc-node-provider)""]",Pro,Tiered,Pruned,RPC,Custom,,,FALSE,FALSE,,"[""250 req/min""]","[""ISO 27001"",""SOC 2 Type II""]","[""Proactive monitoring""]","[""Central Europe""]","[""Fully managed"",""Self-serve dashboard"",""24/7 technical support""]",,,99.95%,,,,,,
subquery-pay-as-you-go-full-archive,Subquery,,"[""[Website](https://app.subquery.network/explorer/home?category=rpc)"",""[Docs](https://subquery.network/doc/subquery_network/introduction/introduction.html)""]",,Pay-as-you-go,Archive,RPC,EVM JSON-RPC,,1.5K/3K SQT/1M reqs,FALSE,FALSE,"[""Decentralized RPC endpoints"",""Multi-chain support""]","[""Price may vary depending on the value of the token""]","[""Decentralized storage"",""IP Protection""]","[""Data lake logs"",""Usage analytics""]","[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
subquery-pay-as-you-go-indexer,Subquery,,"[""[Docs](https://subquery.network/doc/index.html)""]",,Pay-as-you-go,Archive,Indexed Data,Custom,,15K SQT/1M  reqs,FALSE,FALSE,"[""GraphQL"",""SQL""]","[""Price may vary depending on the value of the token""]","[""Decentralized storage"",""IP Protection""]","[""Data lake logs"",""Usage analytics""]","[""Global""]","[""ETL query stack"",""Decentralized indexing"",""Hard SLA with compensations""]",null,,,NULL,,NULL,,NULL,
subquery-public-full-archive,Subquery,,"[""[Website](https://app.subquery.network/explorer/home?category=rpc)"",""[Docs](https://subquery.network/doc/subquery_network/introduction/introduction.html)""]",,Public,Archive,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""Decentralized RPC endpoints"",""Multi-chain support""]","[""Rate limits apply""]","[""Decentralized storage"",""IP Protection""]","[""Data lake logs"",""Usage analytics""]","[""Global""]",,,,,NULL,NULL,NULL,NULL,NULL,
tatum-business-full-archive,Tatum,,"[""[Contact](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Business,Enterprise,Archive,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""Unlimited API Calls"",""Custom Rate Limits"",""30-day notification history""]","[""Key Management System (KMS)"",""Local Transaction Signing"",""Four-Eye Principle"",""Periodic Transaction Fetching and Signing Automation""]","[""Simplified RPC calls"",""Debugging Tools"",""Tracking activities"",""Advanced analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-business-recent-state,Tatum,,"[""[Contact](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Business,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""Unlimited API Calls"",""Custom Rate Limits"",""30-day notification history""]","[""Key Management System (KMS)"",""Local Transaction Signing"",""Four-Eye Principle"",""Periodic Transaction Fetching and Signing Automation""]","[""Simplified RPC calls"",""Debugging Tools"",""Tracking activities"",""Advanced analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-free-recent-state,Tatum,,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""2 API Keys"",""100K lifetime credits"",""3 RPS"",""1-day notification history"",""5 subscriptions""]","[""Key Management System (KMS)"",""Local Transaction Signing"",""Four-Eye Principle"",""Periodic Transaction Fetching and Signing Automation""]","[""Simplified RPC calls"",""Debugging Tools"",""Tracking activities""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-pro-full-archive,Tatum,,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Pro,Tiered,Archive,RPC,EVM JSON-RPC,$99/$139/$179/mo,,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""10M/15M/20M credits/mo"",""200 RPS"",""7-day notification history"",""200K subscriptions""]","[""Key Management System (KMS)"",""Local Transaction Signing"",""Four-Eye Principle"",""Periodic Transaction Fetching and Signing Automation""]","[""Simplified RPC calls"",""Debugging Tools"",""Tracking activities"",""Advanced analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-pro-recent-state,Tatum,,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Pro,Tiered,Pruned,RPC,EVM JSON-RPC,$99/$139/$179/mo,,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""10M/15M/20M credits/mo"",""200 RPS"",""7-day notification history"",""200K subscriptions""]","[""Key Management System (KMS)"",""Local Transaction Signing"",""Four-Eye Principle"",""Periodic Transaction Fetching and Signing Automation""]","[""Simplified RPC calls"",""Debugging Tools"",""Tracking activities"",""Advanced analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-scale-full-archive,Tatum,,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Scale,Tiered,Archive,RPC,EVM JSON-RPC,$349/$649/mo,,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""40M/80M credits/mo"",""200 RPS"",""7-day notification history"",""200K subscriptions""]",,,"[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-scale-recent-state,Tatum,,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Scale,Tiered,Pruned,RPC,EVM JSON-RPC,$349/$649/mo,,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""40M/80M credits/mo"",""200 RPS"",""7-day notification history"",""200K subscriptions""]",,,"[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-starter-full-archive,Tatum,,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Starter,Tiered,Archive,RPC,EVM JSON-RPC,$49/$79/mo,,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""4M/7M credits/mo"",""200 RPS"",""7-day notification history"",""200K subscriptions""]",,,"[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tatum-starter-recent-state,Tatum,,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/)""]",Starter,Tiered,Pruned,RPC,EVM JSON-RPC,$49/$79/mo,,FALSE,FALSE,"[""Wallet and address management"",""Transaction broadcasting"",""Query of blockchain state"",""Asset management""]","[""4M/7M credits/mo"",""200 RPS"",""7-day notification history"",""200K subscriptions""]",,,"[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tenderly-dedicated-recent-state,Tenderly,,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""Custom limits""]","[""Privacy Protected Relays"",""Transaction Sanitizers"",""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom monitoring""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tenderly-enterprise-recent-state,Tenderly,,"[""[Contact](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,Custom,Custom,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""Custom limits""]","[""Privacy Protected Relays"",""Transaction Sanitizers"",""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom monitoring""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tenderly-free-recent-state,Tenderly,,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/)""]",,Free,Pruned,RPC,EVM JSON-RPC,$0,$0,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""25M TU/mo with rate limit 10 TU/s""]","[""Privacy Protected Relays"",""Transaction Sanitizers"",""DDoS Protection"",""IP Protection""]","[""Usage analytics""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
tenderly-pay-as-you-go-recent-state,Tenderly,,"[""[Buy](https://dashboard.tenderly.co/account/billing/select-plan)"",""[Docs](https://docs.tenderly.co/)""]",,Pay-as-you-go,Pruned,RPC,EVM JSON-RPC,"$45/$450/mo (monthly plan), $50/$500 (yearly plan)",$10/1M TU,FALSE,TRUE,"[""eth"",""web3"",""net""]","[""35M/350M TU/mo with rate limit 20/300 TU/s""]","[""Privacy Protected Relays"",""Transaction Sanitizers"",""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom monitoring""]","[""Global""]",,,,99.99%,NULL,NULL,NULL,NULL,NULL,
thegraph-enterprise-indexer,The Graph,,"[""[Docs](https://thegraph.com/docs/en/indexing/overview/)""]",,Enterprise,Archive,Indexed Data,The Graph,Custom,Custom pricing & SLAs,FALSE,FALSE,"[""GraphQL""]",,"[""Decentralized infra""]","[""Subgraph logs"",""Usage analytics""]","[""Global""]","[""Enterprise priority support"",""Customized SLAs"",""Substreams""]",null,,,NULL,,NULL,,NULL,
thegraph-free-indexer,The Graph,,"[""[Docs](https://thegraph.com/docs/en/indexing/overview/)""]",,Free,Archive,Indexed Data,The Graph,$0,$0,FALSE,FALSE,"[""GraphQL""]","[""100K queries/mo""]","[""Decentralized infra""]","[""Subgraph logs"",""Usage analytics""]","[""Global""]","[""Hosted indexing"",""real-time data updates"",""Substreams""]",null,,,NULL,,NULL,,NULL,
thegraph-pay-as-you-go-indexer,The Graph,,"[""[Docs](https://thegraph.com/docs/en/indexing/overview/)""]",,Pay-as-you-go,Archive,Indexed Data,The Graph,$0,$20/1M queries over free plan,FALSE,FALSE,"[""GraphQL""]",,"[""Decentralized infra""]","[""Subgraph logs"",""Usage analytics""]","[""Global""]","[""Hosted indexing"",""real-time data updates"",""Substreams""]",null,,,NULL,,NULL,,NULL,
thirdweb-dedicated-recent-state,Thirdweb,,"[""[Website](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,$499 + Node price,$8/1M requests (volume discounts applies),FALSE,FALSE,"[""eth"",""web3"",""net""]","[""1K reqs/s""]","[""DDoS Protection"",""IP Protection"",""Dedicated infrastructure""]","[""Usage analytics"",""Custom dashboards""]","[""Global""]","[""Custom API Schemas"",""No ABI Required"",""Email support"",""Slack support"",""Telegram support"",""Account Executive""]",,,,NULL,NULL,NULL,NULL,NULL,
thirdweb-growth-indexer,Thirdweb,,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",Growth,Tiered,Archive,Indexed Data,Custom,$99,$8(1M-250M)/$6.8(250M-1B)/$5.4(1B+)/1M queries,FALSE,FALSE,"[""REST"",""GraphQL""]","[""250 reqs/s""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics""]","[""Global""]","[""Custom API Schemas"",""No ABI Required"",""Email support"",""Slack support"",""Telegram support""]",,,,NULL,NULL,NULL,NULL,NULL,
thirdweb-growth-recent-state,Thirdweb,,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",Growth,Tiered,Pruned,RPC,EVM JSON-RPC,$99/mo,$8(1M-250M)/$6.8(250M-1B)/$5.4(1B+)/1M requests (volume discounts applies),FALSE,FALSE,"[""eth"",""web3"",""net""]","[""250 reqs/s""]","[""DDoS Protection"",""IP Protection""]","[""Usage analytics"",""Custom monitoring""]","[""Global""]","[""Custom API Schemas"",""No ABI Required"",""Email support"",""Slack support"",""Telegram support""]",,,,NULL,NULL,NULL,NULL,NULL,
